,EPL,YGPL,NPML,IMXL,Nation
2005-02-04,0.0,0.022616154245396796,0.0,0.0,0.0006311958020290255
2005-02-05,0.0,0.021840415366336685,0.0,0.0,0.0006095456523784455
2005-02-06,0.0,0.023696355494666824,0.0,0.0,0.0006613432128791495
2005-02-07,0.0,0.02572968374390523,0.0,0.0,0.0007180915106286457
2005-02-08,0.0,0.023720654530213672,0.0,0.0,0.0006620213763309947
2005-02-09,0.0,0.028267783022721912,0.0,0.0,0.0007889274977084589
2005-02-10,0.0,0.03634066504298672,0.0,0.0,0.0010142341164278582
2005-02-11,0.0,0.034277992646699826,0.0,0.0,0.0009566668508631379
2005-02-12,0.0,0.026308778574122445,0.0,0.0,0.0007342535080152798
2005-02-13,0.0,0.02342443325898988,0.0,0.0,0.0006537541165290231
2005-02-14,0.0,0.021291348130206042,0.0,0.0,0.0005942216971773582
2005-02-15,0.0,0.02056909030798707,0.0,0.0,0.0005740641540150394
2005-02-16,0.0,0.01701629149743733,0.0,0.0,0.00047490884801825876
2005-02-17,0.0,0.02128523985912921,0.0,0.0,0.0005940512210203813
2005-02-18,0.0,0.035947319663644416,0.0,0.0,0.0010032562132222809
2005-02-19,0.0,0.050588396972327296,0.0,0.0,0.0014118750453256217
2005-02-20,0.0,0.031183247636074052,0.0,0.0,0.0008702953998258845
2005-02-21,0.0,0.02412152754157481,0.0,0.0,0.0006732093687355559
2005-02-22,0.0,0.022828212755796606,0.0,0.0,0.000637114157559172
2005-02-23,0.0,0.020220516481172325,0.0,0.0,0.0005643357831436991
2005-02-24,0.0,0.030933308127974363,0.0,0.0,0.0008633198209294045
2005-02-25,0.0,0.033716345120233415,0.0,0.0,0.0009409917914751013
2005-02-26,0.0,0.0320680121818387,0.0,0.0,0.0008949883542960029
2005-02-27,0.0,0.06538482136852827,0.0,0.0,0.0018248294699631721
2005-02-28,0.0,0.043815273812348406,0.0,0.0,0.0012228434859005975
2005-03-01,0.0,0.04398850585065258,0.0,0.0,0.0012276782307545676
2005-03-02,0.0,0.03928330291131279,0.0,0.0,0.0010963603987845102
2005-03-03,0.0,0.03805011009334646,0.0,0.0,0.0010619431357367435
2005-03-04,0.0,0.03450371099478275,0.0,0.0,0.0009629664397412897
2005-03-05,0.0,0.06633810985884717,0.0,0.0,0.0018514348639078278
2005-03-06,0.0,0.04340851085795376,0.0,0.0,0.0012114911106714146
2005-03-07,0.0,0.037070272432595835,0.0,0.0,0.0010345967791712098
2005-03-08,0.0,0.02921485185404685,0.0,0.0,0.0008153593067631087
2005-03-09,0.0,0.024989286155358215,0.0,0.0,0.0006974277034821054
2005-03-10,0.0,0.02885929669632581,0.0,0.0,0.0008054360934480523
2005-03-11,0.0,0.03541226491697502,0.0,0.0,0.0009883233335518935
2005-03-12,0.0,0.07441137618983434,0.0,0.0,0.0020767522083815705
2005-03-13,0.0,0.05356087489059064,0.0,0.0,0.0014948341356852781
2005-03-14,0.0,0.035142308570250996,0.0,0.0,0.0009807891033315641
2005-03-15,0.0,0.032021339918089343,0.0,0.0,0.000893685774881743
2005-03-16,0.0,0.03973048385847627,0.0,0.0,0.0011088408025496383
2005-03-17,0.0,0.05428046596523225,0.0,0.0,0.001514917252406318
2005-03-18,0.0,0.04724187705160989,0.0,0.0,0.0013184767910316467
